ScenarioTime,PredictedThrottleA,ThrottleA,ThrottleB,CarPosXA,CarPosXB,CarPosZA,CarPosZB,SteerA,SteerB
9.0825,-0.17471683,0,0.5711,0.4982,-0.5582,-10.6706,6.6101,-0.0076,0.0601
9.0825,-0.17471683,0,0.5711,0.4982,-0.5582,-10.6706,6.6101,-0.0076,0.0601
9.1519,-0.1835916,0,0.5692,0.4986,-0.5782,-10.6624,6.331,-0.0076,0.0601
9.1519,-0.1835916,0,0.5692,0.4986,-0.5782,-10.6624,6.331,-0.0076,0.0601
9.2217,-0.19311956,0,0.5652,0.499,-0.6001,-10.6544,6.0459,-0.0076,0.0613
9.2217,-0.19311956,0,0.5652,0.499,-0.6001,-10.6544,6.0459,-0.0076,0.0613
9.2915,-0.20398065,0,0.5582,0.4993,-0.6239,-10.6465,5.7565,-0.0076,0.0631
9.2915,-0.20398065,0,0.5582,0.4993,-0.6239,-10.6465,5.7565,-0.0076,0.0631
9.3609,-0.21647322,0,0.5499,0.4997,-0.6497,-10.6389,5.4637,-0.0076,0.0644
9.3609,-0.21647322,0,0.5499,0.4997,-0.6497,-10.6389,5.4637,-0.0076,0.0644
9.4326,-0.22917724,0,0.5438,0.5001,-0.6784,-10.6312,5.1566,-0.0076,0.0645
9.4326,-0.22917724,0,0.5438,0.5001,-0.6784,-10.6312,5.1566,-0.0076,0.0645
9.502,-0.2355962,0,0.5403,0.5004,-0.7082,-10.6237,4.8555,-0.0076,0.0645
9.502,-0.2355962,0,0.5403,0.5004,-0.7082,-10.6237,4.8555,-0.0076,0.0645
9.5718,-0.21955448,-0.45,0.5367,0.5007,-0.7401,-10.6164,4.5507,0,0.0625
9.5718,-0.21955448,-0.45,0.5367,0.5007,-0.7401,-10.6164,4.5507,0,0.0625
9.6416,-0.23189531,0.0295,0.5268,0.5011,-0.7741,-10.6093,4.2411,-0.0076,0.0547
9.6416,-0.23189531,0.0295,0.5268,0.5011,-0.7741,-10.6093,4.2411,-0.0076,0.0547
9.711,-0.22767821,0.0174,0.5138,0.5014,-0.8096,-10.6021,3.9292,-0.0074,0.0434
9.711,-0.22767821,0.0174,0.5138,0.5014,-0.8096,-10.6021,3.9292,-0.0074,0.0434
9.7808,-0.2233544,0.0103,0.495,0.5017,-0.8464,-10.5948,3.6125,-0.0062,0.0261
9.7808,-0.2233544,0.0103,0.495,0.5017,-0.8464,-10.5948,3.6125,-0.0062,0.0261
9.8506,-0.22135162,0.0061,0.4778,0.5021,-0.8832,-10.5875,3.2943,-0.0046,0.0044
9.8506,-0.22135162,0.0061,0.4778,0.5021,-0.8832,-10.5875,3.2943,-0.0046,0.0044
9.9204,-0.22729456,0.0036,0.4715,0.5024,-0.9197,-10.5802,2.9738,-0.0031,-0.0167
9.9204,-0.22729456,0.0036,0.4715,0.5024,-0.9197,-10.5802,2.9738,-0.0031,-0.0167
9.9903,-0.2308073,0.0026,0.4797,0.5027,-0.9491,-10.5742,2.7046,-0.0025,-0.031
9.9903,-0.2308073,0.0026,0.4797,0.5027,-0.9491,-10.5742,2.7046,-0.0025,-0.031
10.0781,-0.22524214,0.0017,0.4914,0.5031,-0.9921,-10.5652,2.2903,-0.0025,-0.0366
10.0781,-0.22524214,0.0017,0.4914,0.5031,-0.9921,-10.5652,2.2903,-0.0025,-0.0366
10.1572,-0.224586,0.001,0.4992,0.5036,-1.0333,-10.5563,1.8671,-0.0025,-0.0505
10.1572,-0.224586,0.001,0.4992,0.5036,-1.0333,-10.5563,1.8671,-0.0025,-0.0505
10.2271,-0.24732813,0.0006,0.4998,0.5039,-1.0634,-10.5496,1.5355,-0.0025,-0.0654
10.2271,-0.24732813,0.0006,0.4998,0.5039,-1.0634,-10.5496,1.5355,-0.0025,-0.0654
10.2979,-0.26924235,0.0004,0.4999,0.5042,-1.0913,-10.543,1.1968,-0.0025,-0.0775
10.2979,-0.26924235,0.0004,0.4999,0.5042,-1.0913,-10.543,1.1968,-0.0025,-0.0775
10.3672,-0.28059164,0.0002,0.5021,0.5045,-1.1159,-10.5368,0.8606,-0.0025,-0.0833
10.3672,-0.28059164,0.0002,0.5021,0.5045,-1.1159,-10.5368,0.8606,-0.0025,-0.0833
10.4424,-0.28076437,0.0001,0.5112,0.5048,-1.139,-10.5303,0.4957,-0.0026,-0.0816
10.4424,-0.28076437,0.0001,0.5112,0.5048,-1.139,-10.5303,0.4957,-0.0026,-0.0816
10.5122,-0.28162193,0.0001,0.5253,0.5051,-1.1577,-10.5242,0.1523,-0.0026,-0.079
10.5122,-0.28162193,0.0001,0.5253,0.5051,-1.1577,-10.5242,0.1523,-0.0026,-0.079
10.5821,-0.28842562,0,0.541,0.5054,-1.174,-10.5184,-0.1944,-0.0026,-0.079
10.5821,-0.28842562,0,0.541,0.5054,-1.174,-10.5184,-0.1944,-0.0026,-0.079
10.6519,-0.29774597,0,0.553,0.5057,-1.1876,-10.5127,-0.5443,-0.0026,-0.0804
10.6519,-0.29774597,0,0.553,0.5057,-1.1876,-10.5127,-0.5443,-0.0026,-0.0804
10.7212,-0.30688924,0,0.5601,0.506,-1.1984,-10.5072,-0.8967,-0.0026,-0.0818
10.7212,-0.30688924,0,0.5601,0.506,-1.1984,-10.5072,-0.8967,-0.0026,-0.0818
10.7906,-0.31383616,0,0.5673,0.5062,-1.2062,-10.5019,-1.2526,-0.0024,-0.0816
10.7906,-0.31383616,0,0.5673,0.5062,-1.2062,-10.5019,-1.2526,-0.0024,-0.0816
10.8604,-0.2897324,0,0.5733,0.5065,-1.2111,-10.4967,-1.6131,-0.0004,-0.0761
10.8604,-0.2897324,0,0.5733,0.5065,-1.2111,-10.4967,-1.6131,-0.0004,-0.0761
10.9302,-0.24707597,0,0.5769,0.5067,-1.2133,-10.4916,-1.9784,0.0039,-0.0657
10.9302,-0.24707597,0,0.5769,0.5067,-1.2133,-10.4916,-1.9784,0.0039,-0.0657
10.9995,-0.19612627,0,0.579,0.507,-1.2134,-10.4867,-2.3463,0.0083,-0.0508
10.9995,-0.19612627,0,0.579,0.507,-1.2134,-10.4867,-2.3463,0.0083,-0.0508
11.0694,-0.14069638,0.0154,0.5806,0.5072,-1.212,-10.4818,-2.7212,0.0118,-0.0343
11.0694,-0.14069638,0.0154,0.5806,0.5072,-1.212,-10.4818,-2.7212,0.0118,-0.0343
11.1392,-0.09071434,0.0416,0.5828,0.5075,-1.2098,-10.477,-3.0996,0.0136,-0.0219
11.1392,-0.09071434,0.0416,0.5828,0.5075,-1.2098,-10.477,-3.0996,0.0136,-0.0219
11.2085,-0.05681346,0.0661,0.5841,0.5078,-1.2074,-10.472,-3.481,0.0139,-0.0066
11.2085,-0.05681346,0.0661,0.5841,0.5078,-1.2074,-10.472,-3.481,0.0139,-0.0066
11.2783,-0.02196494,0.085,0.5869,0.5081,-1.2052,-10.4664,-3.8677,0.0139,0.0177
11.2783,-0.02196494,0.085,0.5869,0.5081,-1.2052,-10.4664,-3.8677,0.0139,0.0177
11.3482,-0.00442892,0.1014,0.5897,0.5084,-1.2044,-10.4601,-4.2606,0.0139,0.0374
11.3482,-0.00442892,0.1014,0.5897,0.5084,-1.2044,-10.4601,-4.2606,0.0139,0.0374
11.4175,0.01201436,0.1134,0.5914,0.5088,-1.2061,-10.4528,-4.6579,0.0139,0.0522
11.4175,0.01201436,0.1134,0.5914,0.5088,-1.2061,-10.4528,-4.6579,0.0139,0.0522
11.4873,0.02810585,0.1259,0.5958,0.5093,-1.211,-10.4445,-5.0675,0.0139,0.0613
11.4873,0.02810585,0.1259,0.5958,0.5093,-1.211,-10.4445,-5.0675,0.0139,0.0613
11.5572,0.04383323,0.1423,0.6034,0.5098,-1.2192,-10.435,-5.4762,0.0139,0.0638
11.5572,0.04383323,0.1423,0.6034,0.5098,-1.2192,-10.435,-5.4762,0.0139,0.0638
11.6265,0.0601202,0.1717,0.6098,0.5104,-1.2305,-10.424,-5.8888,0.0139,0.0639
11.6265,0.0601202,0.1717,0.6098,0.5104,-1.2305,-10.424,-5.8888,0.0139,0.0639
11.6963,0.07471257,0.212,0.6155,0.5111,-1.2449,-10.4112,-6.3063,0.0115,0.0638
11.6963,0.07471257,0.212,0.6155,0.5111,-1.2449,-10.4112,-6.3063,0.0115,0.0638
11.7661,0.08598381,0.2549,0.6224,0.512,-1.2625,-10.3965,-6.7255,0.005,0.0626
11.7661,0.08598381,0.2549,0.6224,0.512,-1.2625,-10.3965,-6.7255,0.005,0.0626
11.8355,0.1004391,0.2957,0.6317,0.5129,-1.2833,-10.3791,-7.1482,-0.0053,0.0613
11.8355,0.1004391,0.2957,0.6317,0.5129,-1.2833,-10.3791,-7.1482,-0.0053,0.0613
11.9048,0.12271166,0.3381,0.6399,0.5138,-1.3072,-10.3588,-7.5724,-0.0146,0.0613
11.9048,0.12271166,0.3381,0.6399,0.5138,-1.3072,-10.3588,-7.5724,-0.0146,0.0613
11.9746,0.14151767,0.3767,0.645,0.5149,-1.3346,-10.3349,-7.9993,-0.0213,0.0613
11.9746,0.14151767,0.3767,0.645,0.5149,-1.3346,-10.3349,-7.9993,-0.0213,0.0613
12.044,0.15946779,0.4165,0.648,0.516,-1.3655,-10.3072,-8.4316,-0.0269,0.0595
12.044,0.15946779,0.4165,0.648,0.516,-1.3655,-10.3072,-8.4316,-0.0269,0.0595
12.1138,0.17589962,0.4539,0.6429,0.5172,-1.4,-10.275,-8.8708,-0.0326,0.0535
12.1138,0.17589962,0.4539,0.6429,0.5172,-1.4,-10.275,-8.8708,-0.0326,0.0535
12.1836,0.19011602,0.489,0.6265,0.5185,-1.4377,-10.2379,-9.3166,-0.0385,0.0437
12.1836,0.19011602,0.489,0.6265,0.5185,-1.4377,-10.2379,-9.3166,-0.0385,0.0437
12.253,0.19173789,0.5123,0.603,0.5198,-1.4781,-10.1958,-9.7646,-0.0464,0.0313
12.253,0.19173789,0.5123,0.603,0.5198,-1.4781,-10.1958,-9.7646,-0.0464,0.0313
12.3223,0.20208222,0.5248,0.5848,0.5211,-1.5203,-10.1483,-10.2162,-0.0566,0.0151
12.3223,0.20208222,0.5248,0.5848,0.5211,-1.5203,-10.1483,-10.2162,-0.0566,0.0151
12.3941,0.22153041,0.5323,0.578,0.5224,-1.5648,-10.0935,-10.6851,-0.0674,-0.0026
12.3941,0.22153041,0.5323,0.578,0.5224,-1.5648,-10.0935,-10.6851,-0.0674,-0.0026
12.4639,0.2557597,0.5381,0.5832,0.5234,-1.6079,-10.0347,-11.1429,-0.0789,-0.0165
12.4639,0.2557597,0.5381,0.5832,0.5234,-1.6079,-10.0347,-11.1429,-0.0789,-0.0165
12.5342,0.27345684,0.5456,0.5918,0.5242,-1.6508,-9.9693,-11.609,-0.0895,-0.0265
12.5342,0.27345684,0.5456,0.5918,0.5242,-1.6508,-9.9693,-11.609,-0.0895,-0.0265
12.6065,0.29873684,0.5509,0.5974,0.5245,-1.6937,-9.896,-12.0912,-0.1006,-0.0316
12.6065,0.29873684,0.5509,0.5974,0.5245,-1.6937,-9.896,-12.0912,-0.1006,-0.0316
12.6763,0.33683565,0.5579,0.6007,0.5244,-1.7337,-9.8195,-12.5594,-0.1168,-0.0337
12.6763,0.33683565,0.5579,0.6007,0.5244,-1.7337,-9.8195,-12.5594,-0.1168,-0.0337
12.7456,0.37946817,0.5663,0.6026,0.5236,-1.772,-9.7377,-13.0283,-0.1355,-0.0356
12.7456,0.37946817,0.5663,0.6026,0.5236,-1.772,-9.7377,-13.0283,-0.1355,-0.0356
12.815,0.4048848,0.5759,0.5969,0.5218,-1.8087,-9.6503,-13.5004,-0.153,-0.0403
12.815,0.4048848,0.5759,0.5969,0.5218,-1.8087,-9.6503,-13.5004,-0.153,-0.0403
12.8848,0.4244325,0.5855,0.5722,0.5188,-1.8435,-9.5571,-13.9766,-0.1727,-0.0476
12.8848,0.4244325,0.5855,0.5722,0.5188,-1.8435,-9.5571,-13.9766,-0.1727,-0.0476
12.9634,0.4042029,0.598,0.4396,0.5142,-1.8856,-9.4555,-14.467,-0.1993,-0.0643
12.9634,0.4042029,0.598,0.4396,0.5142,-1.8856,-9.4555,-14.467,-0.1993,-0.0643
13.0376,0.41723523,0.6053,0.3205,0.5074,-1.9342,-9.3424,-14.9789,-0.2149,-0.0779
13.0376,0.41723523,0.6053,0.3205,0.5074,-1.9342,-9.3424,-14.9789,-0.2149,-0.0779
13.1055,0.43362638,0.6095,0.2336,0.4993,-1.9701,-9.2347,-15.44,-0.2269,-0.087
13.1055,0.43362638,0.6095,0.2336,0.4993,-1.9701,-9.2347,-15.44,-0.2269,-0.087
13.1729,0.4337642,0.6121,0.1533,0.4882,-1.9983,-9.1102,-15.9461,-0.2319,-0.0916
13.1729,0.4337642,0.6121,0.1533,0.4882,-1.9983,-9.1102,-15.9461,-0.2319,-0.0916
13.2427,0.4353828,0.615,0.0905,0.4758,-2.0154,-8.9876,-16.416,-0.2322,-0.0925
13.2427,0.4353828,0.615,0.0905,0.4758,-2.0154,-8.9876,-16.416,-0.2322,-0.0925
13.313,0.43793675,0.6191,0.0534,0.4613,-2.0242,-8.8581,-16.8832,-0.2322,-0.0925
13.313,0.43793675,0.6191,0.0534,0.4613,-2.0242,-8.8581,-16.8832,-0.2322,-0.0925
13.3828,0.44381383,0.6264,0.0316,0.4451,-2.0279,-8.7239,-17.3399,-0.2322,-0.0925
13.3828,0.44381383,0.6264,0.0316,0.4451,-2.0279,-8.7239,-17.3399,-0.2322,-0.0925
13.4546,0.45309982,0.6451,0.0186,0.4263,-2.0245,-8.5794,-17.794,-0.2345,-0.0925
13.4546,0.45309982,0.6451,0.0186,0.4263,-2.0245,-8.5794,-17.794,-0.2345,-0.0925
13.5239,0.4664798,0.6744,0.011,0.4058,-1.9889,-8.4339,-18.2116,-0.2397,-0.0925
13.5239,0.4664798,0.6744,0.011,0.4058,-1.9889,-8.4339,-18.2116,-0.2397,-0.0925
13.5938,0.47922269,0.7006,0.0065,0.3826,-1.9685,-8.2818,-18.6351,-0.244,-0.0938
13.5938,0.47922269,0.7006,0.0065,0.3826,-1.9685,-8.2818,-18.6351,-0.244,-0.0938
13.6636,0.4938508,0.716,0.0038,0.3564,-1.9508,-8.1238,-19.0569,-0.2469,-0.0939
13.6636,0.4938508,0.716,0.0038,0.3564,-1.9508,-8.1238,-19.0569,-0.2469,-0.0939
13.7329,0.51208794,0.7251,0.0023,0.327,-1.9219,-7.9593,-19.4783,-0.2475,-0.0909
13.7329,0.51208794,0.7251,0.0023,0.327,-1.9219,-7.9593,-19.4783,-0.2475,-0.0909
13.8023,0.53426754,0.7328,0.0013,0.2941,-1.8578,-7.7884,-19.9062,-0.2475,-0.0822
13.8023,0.53426754,0.7328,0.0013,0.2941,-1.8578,-7.7884,-19.9062,-0.2475,-0.0822
13.874,0.5556928,0.7406,0.0008,0.2563,-1.8109,-7.6051,-20.3326,-0.2475,-0.0637
13.874,0.5556928,0.7406,0.0008,0.2563,-1.8109,-7.6051,-20.3326,-0.2475,-0.0637
13.9434,0.57723975,0.746,0.0005,0.2159,-1.7721,-7.4207,-20.7363,-0.2475,-0.0389
13.9434,0.57723975,0.746,0.0005,0.2159,-1.7721,-7.4207,-20.7363,-0.2475,-0.0389
14.0137,0.60320747,0.7493,0.0003,0.1676,-1.7353,-7.2296,-21.1365,-0.2475,-0.0185
14.0137,0.60320747,0.7493,0.0003,0.1676,-1.7353,-7.2296,-21.1365,-0.2475,-0.0185
14.0869,0.6222023,0.7512,0.0002,0.1171,-1.6998,-7.0352,-21.5272,-0.2475,-0.009
14.0869,0.6222023,0.7512,0.0002,0.1171,-1.6998,-7.0352,-21.5272,-0.2475,-0.009
14.1621,0.6217004,0.7523,0.0001,0.0599,-1.6599,-6.8052,-21.9636,-0.2475,-0.0053
14.1621,0.6217004,0.7523,0.0001,0.0599,-1.6599,-6.8052,-21.9636,-0.2475,-0.0053
14.2315,0.6242206,0.7519,-0.0118,0.0018,-1.6246,-6.5938,-22.3421,-0.2475,0.0039
14.2315,0.6242206,0.7519,-0.0118,0.0018,-1.6246,-6.5938,-22.3421,-0.2475,0.0039
14.3013,0.631919,0.7507,-0.0714,-0.0636,-1.5893,-6.3733,-22.7187,-0.2475,0.0204
14.3013,0.631919,0.7507,-0.0714,-0.0636,-1.5893,-6.3733,-22.7187,-0.2475,0.0204
14.3711,0.64141726,0.7478,-0.0754,-0.1348,-1.5557,-6.1485,-23.0847,-0.2475,0.0379
14.3711,0.64141726,0.7478,-0.0754,-0.1348,-1.5557,-6.1485,-23.0847,-0.2475,0.0379
14.4405,0.64529276,0.7439,-0.0754,-0.2122,-1.5244,-5.9173,-23.4442,-0.2475,0.0495
14.4405,0.64529276,0.7439,-0.0754,-0.2122,-1.5244,-5.9173,-23.4442,-0.2475,0.0495
14.5103,0.64381695,0.7416,-0.0873,-0.2962,-1.4959,-5.6801,-23.7968,-0.2475,0.0559
14.5103,0.64381695,0.7416,-0.0873,-0.2962,-1.4959,-5.6801,-23.7968,-0.2475,0.0559
14.5801,0.6371851,0.7402,-0.1032,-0.3869,-1.4701,-5.4379,-24.1416,-0.2475,0.0593
14.5801,0.6371851,0.7402,-0.1032,-0.3869,-1.4701,-5.4379,-24.1416,-0.2475,0.0593
14.6499,0.6268159,0.7394,-0.1032,-0.4845,-1.447,-5.1912,-24.4774,-0.2475,0.06
14.6499,0.6268159,0.7394,-0.1032,-0.4845,-1.447,-5.1912,-24.4774,-0.2475,0.06
14.7197,0.6139997,0.7382,-0.0873,-0.5893,-1.4265,-4.9403,-24.8041,-0.2495,0.06
14.7197,0.6139997,0.7382,-0.0873,-0.5893,-1.4265,-4.9403,-24.8041,-0.2495,0.06
14.7896,0.60153663,0.7309,-0.0794,-0.7063,-1.4084,-4.6854,-25.1218,-0.2593,0.0623
14.8589,0.59365237,0.7097,-0.0794,-0.8299,-1.3925,-4.4275,-25.4315,-0.2702,0.0698
14.9287,0.585425,0.6721,-0.0794,-0.9573,-1.3792,-4.1657,-25.733,-0.2804,0.0772
14.9981,0.5711349,0.619,-0.0714,-1.0914,-1.3685,-3.9013,-26.027,-0.2912,0.0801
15.0674,0.55360246,0.5737,-0.0595,-1.2366,-1.3604,-3.6394,-26.3134,-0.3023,0.0801
15.1367,0.5378518,0.5455,-0.0357,-1.3922,-1.3545,-3.3799,-26.5931,-0.3134,0.0775
15.2071,0.5145005,0.5332,-0.0159,-1.5589,-1.3504,-3.1218,-26.8683,-0.324,0.0673
15.2764,0.49044487,0.5296,-0.0119,-1.7346,-1.3475,-2.8687,-27.1366,-0.3326,0.0558
15.3482,0.4699715,0.5331,0,-1.9272,-1.3453,-2.6102,-27.4098,-0.3406,0.0467
15.418,0.45252767,0.5371,-0.0119,-2.123,-1.3436,-2.3654,-27.6687,-0.3524,0.0416
15.4883,0.44141218,0.5359,-0.0119,-2.3318,-1.3423,-2.1222,-27.9268,-0.3706,0.0411
15.5581,0.43038335,0.5152,-0.0119,-2.5493,-1.3416,-1.8877,-28.178,-0.3972,0.0412
15.6275,0.42286614,0.4228,-0.0119,-2.7766,-1.3416,-1.6624,-28.4238,-0.4239,0.0373
15.6968,0.4243057,0.2651,0,-3.0138,-1.342,-1.4476,-28.6654,-0.4449,0.0296
15.7666,0.42944458,0.1566,0,-3.2596,-1.3427,-1.2451,-28.9032,-0.4539,0.0156
15.8364,0.44155464,0.0925,0,-3.5126,-1.343,-1.0555,-29.1379,-0.454,-0.0041
15.9063,0.45733443,0.0656,0,-3.7701,-1.3424,-0.8795,-29.3688,-0.454,-0.0225
15.9771,0.4603499,0.0757,0,-4.0259,-1.3404,-0.7204,-29.5912,-0.4525,-0.0326
16.0625,0.4531915,0.1021,0,-4.333,-1.3366,-0.5479,-29.8507,-0.4401,-0.0335
16.1392,0.44245085,0.1549,0,-4.6506,-1.3316,-0.389,-30.111,-0.4214,-0.0295
16.2105,0.43456754,0.231,0,-4.9256,-1.3268,-0.2651,-30.3304,-0.4013,-0.0277
16.2827,0.4330789,0.3076,0,-5.2072,-1.3218,-0.1489,-30.5494,-0.3771,-0.0313
16.3545,0.42879942,0.3634,0,-5.4902,-1.3164,-0.0413,-30.7631,-0.3477,-0.0381
16.4248,0.41217735,0.3966,0,-5.7718,-1.3105,0.0581,-30.9692,-0.3177,-0.0443
16.4947,0.40099046,0.4158,0,-6.0554,-1.304,0.1515,-31.1702,-0.2903,-0.0452
16.564,0.38967302,0.4259,0,-6.3425,-1.2968,0.2405,-31.3674,-0.2714,-0.0433
16.6333,0.3723258,0.4308,0,-6.634,-1.2892,0.3252,-31.5615,-0.2553,-0.0381
16.7031,0.3517625,0.4294,0,-6.9295,-1.2815,0.4059,-31.7529,-0.2383,-0.0306
16.7725,0.3334652,0.426,0,-7.2289,-1.2739,0.4812,-31.9413,-0.2273,-0.0251
16.8423,0.31937304,0.4238,0,-7.5333,-1.2664,0.552,-32.128,-0.2254,-0.0236
16.9116,0.30657908,0.4211,0,-7.8399,-1.2591,0.6175,-32.3113,-0.2253,-0.0235
16.9815,0.29349962,0.4193,0,-8.1499,-1.2517,0.6776,-32.4921,-0.2221,-0.0235
17.0537,0.27744922,0.4197,0,-8.475,-1.2439,0.7339,-32.6768,-0.2143,-0.0208
17.1299,0.26594052,0.4228,0,-8.8205,-1.2358,0.7867,-32.868,-0.2003,-0.0107
17.1997,0.30901042,0.4255,0,-9.1405,-1.2287,0.83,-33.0407,-0.1863,0.0074
17.2691,0.3435364,0.4284,0,-9.4626,-1.2224,0.869,-33.2104,-0.1792,0.0259
17.3394,0.34915873,0.4301,0,-9.7906,-1.2173,0.9037,-33.3793,-0.1772,0.0388
17.4097,0.34726915,0.4311,0,-10.122,-1.2134,0.9334,-33.5461,-0.1707,0.0424
17.479,0.34796098,0.4317,0,-10.4528,-1.2104,0.9578,-33.7089,-0.1554,0.0425
17.5489,0.35326716,0.4293,0,-10.7855,-1.2079,0.978,-33.869,-0.1394,0.0425
17.6182,0.36029974,0.4274,0,-11.1219,-1.2058,0.9948,-34.0272,-0.1238,0.0425
17.688,0.36630818,0.427,0,-11.4604,-1.2041,1.0085,-34.1828,-0.1104,0.0445
17.7588,0.3762035,0.4276,0,-11.8087,-1.2027,1.0197,-34.3393,-0.0945,0.0487
17.8286,0.37001106,0.4296,0,-12.152,-1.2018,1.0283,-34.4901,-0.0764,0.0526
17.8985,0.3631182,0.4308,0,-12.4993,-1.2015,1.0352,-34.6394,-0.0515,0.0547
17.9693,0.3449659,0.4326,0,-12.8552,-1.2016,1.0415,-34.7888,-0.0087,0.0547
18.0386,0.36991295,0.4349,0,-13.2067,-1.2021,1.0489,-34.9328,0.0295,0.0547
18.1084,0.38552675,0.4372,0,-13.5634,-1.203,1.0597,-35.0754,0.0516,0.0547
18.1782,0.37876,0.4385,0,-13.9217,-1.2041,1.0741,-35.2152,0.0612,0.0547
18.25,0.3660371,0.4393,0,-14.2932,-1.2055,1.0923,-35.357,0.0637,0.0547
18.3218,0.34291855,0.4398,0,-14.6669,-1.2073,1.1134,-35.4965,0.0681,0.0544
18.3911,0.3175839,0.44,0,-15.0327,-1.2092,1.1369,-35.6303,0.0734,0.0526
18.4614,0.29964027,0.4416,0,-15.4042,-1.2114,1.1637,-35.7633,0.0752,0.0521
18.5366,0.28509971,0.4427,0,-15.8006,-1.2138,1.1958,-35.9022,0.0752,0.0519
18.606,0.27547243,0.4434,0,-16.1706,-1.2163,1.2288,-36.0291,0.072,0.0492
18.6758,0.28040603,0.4438,0,-16.5421,-1.2189,1.2647,-36.1542,0.0591,0.0446
18.7451,0.28964832,0.4441,0,-16.9174,-1.2215,1.303,-36.2781,0.0391,0.037
18.8145,0.28711376,0.4442,0,-17.2916,-1.224,1.342,-36.3992,0.0225,0.0275
18.8843,0.26844457,0.4443,0,-17.6683,-1.2261,1.3814,-36.5187,-0.0058,0.019
18.96,0.27463177,0.4443,0,-18.0799,-1.2281,1.4231,-36.6465,-0.0443,0.0086
19.044,0.29739884,0.4432,0,-18.4279,-1.2294,1.4555,-36.7527,-0.0677,-0.0134
19.1118,0.2827849,0.4388,0,-18.8614,-1.2304,1.4989,-36.8823,-0.079,-0.0331
19.1807,0.24940053,0.4339,0,-19.2814,-1.2302,1.5498,-37.0058,-0.0894,-0.0496
19.253,0.22253615,0.4301,0,-19.6721,-1.2291,1.5892,-37.1185,-0.0946,-0.0623
19.3267,0.21683082,0.4256,0,-20.0769,-1.2271,1.6176,-37.2329,-0.0946,-0.0764
19.396,0.22675368,0.4176,0,-20.4581,-1.2243,1.6356,-37.3387,-0.0946,-0.0936
19.4663,0.24698946,0.4082,0,-20.8407,-1.2208,1.647,-37.4429,-0.0946,-0.1136
19.5362,0.2745196,0.3673,0,-21.2237,-1.2162,1.6527,-37.5451,-0.0946,-0.1365
19.6079,0.29757074,0.2617,0,-21.6186,-1.2103,1.6528,-37.6482,-0.0948,-0.1582
19.6773,0.31739572,0.1545,0,-21.9916,-1.2034,1.6282,-37.7461,-0.096,-0.1779
19.7471,0.3551369,0.0913,0.045,-22.3648,-1.1954,1.5988,-37.8428,-0.096,-0.1966
19.8169,0.35179827,0.0539,0.0266,-22.7404,-1.1862,1.5798,-37.9377,-0.0923,-0.2145
19.8872,0.3333784,0.0318,0.0157,-23.1158,-1.1759,1.5637,-38.0314,-0.0827,-0.2325
19.9595,0.32491252,0.0188,0.0093,-23.5034,-1.164,1.5468,-38.1272,-0.0743,-0.2533
20.0303,0.32015106,0.0111,0.0055,-23.8753,-1.1513,1.5292,-38.2182,-0.0695,-0.2756
20.1031,0.29223642,0.0066,0.0032,-24.255,-1.137,1.5091,-38.3104,-0.0584,-0.3003
20.1729,0.23613426,0.0039,0.0019,-24.6148,-1.1219,1.4881,-38.3969,-0.0411,-0.3257
20.2427,0.20044169,0.0023,0.0065,-24.9705,-1.1056,1.4662,-38.4815,-0.0277,-0.3461
